item_id user_id distance
0 0 -inf
0 1 -0.27436706114669351
0 2 -0.22827127983454171
0 3 0.19902224950165037
0 4 0.19902224950165037
0 5 0.3581642476309766
0 6 0.082869557715389258
0 7 -0.11738261925064375
0 8 -0.034549341870954736
0 9 -0.26383842620393488
0 10 -0.14971591686081068
0 11 -0.29769561923595578
0 12 0.25126602380277591
0 13 -0.34156984658354211
0 14 0.13913772369007082
0 15 0.13220156776809378
0 16 0.50978332154943473
0 17 0.22746026810549169
0 18 0.13220156776809378
0 19 0.091597689449091732
0 20 0.091569856214627932
0 21 0.13220156776809378
0 22 -0.025511792825304195
0 23 -0.30082039392468857
0 24 -0.24940529588455923
0 25 -0.33401034482435515
0 26 -0.32037392797601888
1 0 -0.27436706114669351
1 1 -inf
1 2 0.47627722370762682
1 3 -0.66576387744334664
1 4 -0.66576387744334664
1 5 -0.27587857508820041
1 6 0.463736321327328
1 7 -0.042798906388003037
1 8 0.43154424040974571
1 9 0.3135919245059734
1 10 0.31061481698503768
1 11 0.8041184078650685
1 12 -0.67405919035337447
1 13 0.4871177979938161
1 14 -0.60734257069762276
1 15 -0.63263948403455528
1 16 -0.314108464244713
1 17 0.14227198159896356
1 18 -0.63263948403455528
1 19 -0.49963675981017031
1 20 -0.49953930092851662
1 21 -0.63263948403455528
1 22 0.053624264190630017
1 23 0.49955215160576644
1 24 0.4152548502023008
1 25 0.41107597860173628
1 26 0.42777959222456624
2 0 -0.22827127983454171
2 1 0.47627722370762682
2 2 -inf
2 3 -0.68086766145018729
2 4 -0.68086766145018729
2 5 -0.32712161008130458
2 6 0.41038269619817341
2 7 -0.13005216569711703
2 8 0.6078550244678651
2 9 0.40379570224335498
2 10 0.40743567639543549
2 11 0.53261030577783397
2 12 -0.67902234200016975
2 13 0.50884365002930199
2 14 -0.65683847659086014
2 15 -0.65815690519259862
2 16 -0.32105535900647336
2 17 0.33937072653333183
2 18 -0.65815690519259862
2 19 -0.44443656221147004
2 20 -0.44424716249872465
2 21 -0.65815690519259862
2 22 -0.023332868849803529
2 23 0.42462604093520279
2 24 0.35442264354617764
2 25 0.29529052734483296
2 26 0.45636558901529739
3 0 0.19902224950165037
3 1 -0.66576387744334664
3 2 -0.68086766145018729
3 3 -inf
3 4 1.0000000000000002
3 5 0.21706307838016778
3 6 -0.64846457893667708
3 7 -0.045687988284339502
3 8 -0.74583529384422265
3 9 -0.48797622104373461
3 10 -0.44491404754819702
3 11 -0.76054144858321171
3 12 0.98184254705345164
3 13 -0.73826334543939132
3 14 0.97588111590689597
3 15 0.98774964838563362
3 16 0.19723203678151063
3 17 -0.45909251178479632
3 18 0.98774964838563362
3 19 0.62231776007402506
3 20 0.62211926855082966
3 21 0.98774964838563362
3 22 -0.33078818097681073
3 23 -0.71609924147465254
3 24 -0.56651947522709822
3 25 -0.58477403363483493
3 26 -0.68641109918007914
4 0 0.19902224950165037
4 1 -0.66576387744334664
4 2 -0.68086766145018729
4 3 1.0000000000000002
4 4 -inf
4 5 0.21706307838016778
4 6 -0.64846457893667708
4 7 -0.045687988284339502
4 8 -0.74583529384422265
4 9 -0.48797622104373461
4 10 -0.44491404754819702
4 11 -0.76054144858321171
4 12 0.98184254705345164
4 13 -0.73826334543939132
4 14 0.97588111590689597
4 15 0.98774964838563362
4 16 0.19723203678151063
4 17 -0.45909251178479632
4 18 0.98774964838563362
4 19 0.62231776007402506
4 20 0.62211926855082966
4 21 0.98774964838563362
4 22 -0.33078818097681073
4 23 -0.71609924147465254
4 24 -0.56651947522709822
4 25 -0.58477403363483493
4 26 -0.68641109918007914
5 0 0.3581642476309766
5 1 -0.27587857508820041
5 2 -0.32712161008130458
5 3 0.21706307838016778
5 4 0.21706307838016778
5 5 -inf
5 6 0.018557927188777301
5 7 0.019626211180151044
5 8 -0.14673995795434375
5 9 -0.37694064555815193
5 10 -0.24150955753618819
5 11 -0.34124602168400997
5 12 0.17308384713384653
5 13 -0.33877019559914262
5 14 0.24578135466308426
5 15 0.21497458564910857
5 16 0.89917523653797582
5 17 0.041114067643744673
5 18 0.21497458564910857
5 19 -0.016909652528813535
5 20 -0.017068423889052352
5 21 0.21497458564910857
5 22 0.089752517790274627
5 23 -0.25053921816905017
5 24 -0.24857801744731467
5 25 -0.36531895706050893
5 26 -0.33211788889466254
6 0 0.082869557715389258
6 1 0.463736321327328
6 2 0.41038269619817341
6 3 -0.64846457893667708
6 4 -0.64846457893667708
6 5 0.018557927188777301
6 6 -inf
6 7 -0.065960525897065345
6 8 0.55141478216241446
6 9 0.17766940323351652
6 10 0.13563222896494484
6 11 0.32314393398185898
6 12 -0.57541438338216222
6 13 0.33149764557719741
6 14 -0.69651809192125047
6 15 -0.6718788854186637
6 16 -0.10947174158605032
6 17 0.38799278905807244
6 18 -0.6718788854186637
6 19 -0.24220447005923662
6 20 -0.24218500984794819
6 21 -0.6718788854186637
6 22 0.29386957586587464
6 23 0.23233318303760492
6 24 0.43173080877106335
6 25 0.25535082305486773
6 26 0.27537825138303151
7 0 -0.11738261925064375
7 1 -0.042798906388003037
7 2 -0.13005216569711703
7 3 -0.045687988284339502
7 4 -0.045687988284339502
7 5 0.019626211180151044
7 6 -0.065960525897065345
7 7 -inf
7 8 -0.090993461792679906
7 9 -0.11445235810608451
7 10 -0.15008015778574701
7 11 0.058512700242169959
7 12 -0.081860945808627794
7 13 -0.047561354763621125
7 14 -0.046568697053387141
7 15 -0.053098779134865805
7 16 -0.063363005268634531
7 17 -0.11707362101445146
7 18 -0.053098779134865805
7 19 -0.028581076289701118
7 20 -0.028763298464565022
7 21 -0.053098779134865805
7 22 0.20777760419417332
7 23 0.051279511799239418
7 24 0.008746874396369151
7 25 0.030842987660508202
7 26 0.008930122774799553
8 0 -0.034549341870954736
8 1 0.43154424040974571
8 2 0.6078550244678651
8 3 -0.74583529384422265
8 4 -0.74583529384422265
8 5 -0.14673995795434375
8 6 0.55141478216241446
8 7 -0.090993461792679906
8 8 -inf
8 9 0.34328036910381821
8 10 0.1746583359829004
8 11 0.52006615209550378
8 12 -0.72300237775570342
8 13 0.50679701956241907
8 14 -0.74043855268764291
8 15 -0.76248608747729685
8 16 -0.090730564922607754
8 17 0.88592482264867511
8 18 -0.76248608747729685
8 19 -0.50505976612524239
8 20 -0.50484471051574786
8 21 -0.76248608747729685
8 22 0.1737454786804879
8 23 0.50403006700687336
8 24 0.38795443313733669
8 25 0.21533680776384115
8 26 0.36148951444410832
9 0 -0.26383842620393488
9 1 0.3135919245059734
9 2 0.40379570224335498
9 3 -0.48797622104373461
9 4 -0.48797622104373461
9 5 -0.37694064555815193
9 6 0.17766940323351652
9 7 -0.11445235810608451
9 8 0.34328036910381821
9 9 -inf
9 10 0.32127892611389658
9 11 0.30673758270254581
9 12 -0.4698721004988245
9 13 0.37222475644568231
9 14 -0.56253911426627023
9 15 -0.49263628931445985
9 16 -0.25272718358785895
9 17 0.10196246456140476
9 18 -0.49263628931445985
9 19 -0.2227231707220437
9 20 -0.22251570537852258
9 21 -0.49263628931445985
9 22 -0.020420123230835682
9 23 0.31999028809453467
9 24 0.14520226202419617
9 25 0.28178583095673498
9 26 0.48706286240233321
10 0 -0.14971591686081068
10 1 0.31061481698503768
10 2 0.40743567639543549
10 3 -0.44491404754819702
10 4 -0.44491404754819702
10 5 -0.24150955753618819
10 6 0.13563222896494484
10 7 -0.15008015778574701
10 8 0.1746583359829004
10 9 0.32127892611389658
10 10 -inf
10 11 0.35574816218143601
10 12 -0.43284194632212603
10 13 0.37042581949343717
10 14 -0.40370113529990492
10 15 -0.44490005028735718
10 16 -0.25315815240256112
10 17 0.034187309347502221
10 18 -0.44490005028735718
10 19 -0.31284706291428677
10 20 -0.31283499032957912
10 21 -0.44490005028735718
10 22 -0.11996983775160332
10 23 0.27869549573981062
10 24 0.20566757599941335
10 25 0.23702959693049061
10 26 0.3905525532253224
11 0 -0.29769561923595578
11 1 0.8041184078650685
11 2 0.53261030577783397
11 3 -0.76054144858321171
11 4 -0.76054144858321171
11 5 -0.34124602168400997
11 6 0.32314393398185898
11 7 0.058512700242169959
11 8 0.52006615209550378
11 9 0.30673758270254581
11 10 0.35574816218143601
11 11 -inf
11 12 -0.78026471779906637
11 13 0.68815758982747455
11 14 -0.6874460600424922
11 15 -0.73898576783907166
11 16 -0.24027782392779559
11 17 0.20270838494248566
11 18 -0.73898576783907166
11 19 -0.58181533974326238
11 20 -0.5816452852285583
11 21 -0.73898576783907166
11 22 0.33238281476685388
11 23 0.52679081703131925
11 24 0.50996161768726478
11 25 0.4006687377559161
11 26 0.51659577622997599
12 0 0.25126602380277591
12 1 -0.67405919035337447
12 2 -0.67902234200016975
12 3 0.98184254705345164
12 4 0.98184254705345164
12 5 0.17308384713384653
12 6 -0.57541438338216222
12 7 -0.081860945808627794
12 8 -0.72300237775570342
12 9 -0.4698721004988245
12 10 -0.43284194632212603
12 11 -0.78026471779906637
12 12 -inf
12 13 -0.75929942848494913
12 14 0.92603378408130677
12 15 0.95316914112884676
12 16 0.1622179574294117
12 17 -0.4195462965020943
12 18 0.95316914112884676
12 19 0.73185008594941714
12 20 0.73167868285763349
12 21 0.95316914112884676
12 22 -0.34996109854695817
12 23 -0.76840694875648863
12 24 -0.59940985745346298
12 25 -0.53642907308716969
12 26 -0.70469764260065448
13 0 -0.34156984658354211
13 1 0.4871177979938161
13 2 0.50884365002930199
13 3 -0.73826334543939132
13 4 -0.73826334543939132
13 5 -0.33877019559914262
13 6 0.33149764557719741
13 7 -0.047561354763621125
13 8 0.50679701956241907
13 9 0.37222475644568231
13 10 0.37042581949343717
13 11 0.68815758982747455
13 12 -0.75929942848494913
13 13 -inf
13 14 -0.67385029203370539
13 15 -0.68439713947971592
13 16 -0.32375422631333761
13 17 0.26599018885870246
13 18 -0.68439713947971592
13 19 -0.63589803342475715
13 20 -0.63573652357482058
13 21 -0.68439713947971592
13 22 0.083891703648692972
13 23 0.7276258233694004
13 24 0.39656879266358802
13 25 0.48631501454408549
13 26 0.60562771764147416
14 0 0.13913772369007082
14 1 -0.60734257069762276
14 2 -0.65683847659086014
14 3 0.97588111590689597
14 4 0.97588111590689597
14 5 0.24578135466308426
14 6 -0.69651809192125047
14 7 -0.046568697053387141
14 8 -0.74043855268764291
14 9 -0.56253911426627023
14 10 -0.40370113529990492
14 11 -0.6874460600424922
14 12 0.92603378408130677
14 13 -0.67385029203370539
14 14 -inf
14 15 0.98606945043179262
14 16 0.2098426963634081
14 17 -0.47531908073647694
14 18 0.98606945043179262
14 19 0.4811047496948192
14 20 0.48088402018305304
14 21 0.98606945043179262
14 22 -0.30898659277268747
14 23 -0.6294579850380968
14 24 -0.47757480611032899
14 25 -0.56147115375913326
14 26 -0.67910863962735679
15 0 0.13220156776809378
15 1 -0.63263948403455528
15 2 -0.65815690519259862
15 3 0.98774964838563362
15 4 0.98774964838563362
15 5 0.21497458564910857
15 6 -0.6718788854186637
15 7 -0.053098779134865805
15 8 -0.76248608747729685
15 9 -0.49263628931445985
15 10 -0.44490005028735718
15 11 -0.73898576783907166
15 12 0.95316914112884676
15 13 -0.68439713947971592
15 14 0.98606945043179262
15 15 -inf
15 16 0.16726823102723612
15 17 -0.48453636330494215
15 18 0.99999999999999978
15 19 0.53352984674289605
15 20 0.5333169766678999
15 21 0.99999999999999978
15 22 -0.3315477010344664
15 23 -0.67120450380300922
15 24 -0.54764614421139757
15 25 -0.51121367704001952
15 26 -0.66204526995085589
16 0 0.50978332154943473
16 1 -0.314108464244713
16 2 -0.32105535900647336
16 3 0.19723203678151063
16 4 0.19723203678151063
16 5 0.89917523653797582
16 6 -0.10947174158605032
16 7 -0.063363005268634531
16 8 -0.090730564922607754
16 9 -0.25272718358785895
16 10 -0.25315815240256112
16 11 -0.24027782392779559
16 12 0.1622179574294117
16 13 -0.32375422631333761
16 14 0.2098426963634081
16 15 0.16726823102723612
16 16 -inf
16 17 0.075487906617451722
16 18 0.16726823102723612
16 19 -0.005911108880146722
16 20 -0.0059699123529551763
16 21 0.16726823102723612
16 22 0.079430998402756789
16 23 -0.2860167725208772
16 24 -0.16286471128651794
16 25 -0.40478106448809298
16 26 -0.27674051597509364
17 0 0.22746026810549169
17 1 0.14227198159896356
17 2 0.33937072653333183
17 3 -0.45909251178479632
17 4 -0.45909251178479632
17 5 0.041114067643744673
17 6 0.38799278905807244
17 7 -0.11707362101445146
17 8 0.88592482264867511
17 9 0.10196246456140476
17 10 0.034187309347502221
17 11 0.20270838494248566
17 12 -0.4195462965020943
17 13 0.26599018885870246
17 14 -0.47531908073647694
17 15 -0.48453636330494215
17 16 0.075487906617451722
17 17 -inf
17 18 -0.48453636330494215
17 19 -0.34959729615731983
17 20 -0.34943624759402531
17 21 -0.48453636330494215
17 22 0.07477451489325937
17 23 0.28472327234946709
17 24 0.046879469719915481
17 25 0.067111207992911148
17 26 0.14446388526467302
18 0 0.13220156776809378
18 1 -0.63263948403455528
18 2 -0.65815690519259862
18 3 0.98774964838563362
18 4 0.98774964838563362
18 5 0.21497458564910857
18 6 -0.6718788854186637
18 7 -0.053098779134865805
18 8 -0.76248608747729685
18 9 -0.49263628931445985
18 10 -0.44490005028735718
18 11 -0.73898576783907166
18 12 0.95316914112884676
